event_day,event_date,event_title,event_url,organizer,blood_donation_location,start_time,end_time,blood_donor_target
Friday,2025-12-12,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2282/-/kempen-derma-darah-bergerak?Itemid=0,MASJID TUANKU MIZAN ZAINAL ABIDIN (MASJID BESI),"SAHN A, MASJID TUANKU MIZAN ZAINAL ABIDIN (MASJID BESI), NO. 25, JALAN TUANKU ABDUL RAHMAN, PRESINT 3, PUSAT PENTADBIRAN KERAJAAN PERSEKUTUAN, 62100 PUTRAJAYA",11.00 PAGI,3.00 PETANG,50
Friday,2025-12-12,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2282/-/kempen-derma-darah-bergerak?Itemid=0,"MAHALLAH ZUBAIR & SAFIYYAH, UIA","STUDENT LOUNGE,PERPUSTAKAAN M. KAMAL HASSAN (DARUL HIKMAH) @ INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA (UIA), JALAN GOMBAK, 53100 KUALA LUMPUR.",10.00 PAGI,3.00 PETANG,50
Friday,2025-12-12,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2276/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Friday,2025-12-12,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2276/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Friday,2025-12-12,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2276/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Friday,2025-12-12,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2276/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Saturday,2025-12-13,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2283/-/kempen-derma-darah-bergerak?Itemid=0,OSK PROPERTY,"LEVEL 2, EVENT HALL (INFRONT OF SNOW WHITE DENTAL), YOU CITY RETAIL, JALAN PERSIARAN YOU CITY, TAMAN SUNTEX 43200, CHERAS",SESI 1 10.00 PAGI – 1.45 T/HARI,SESI 2 2.30 PETANG – 4.00 PETANG,50
Saturday,2025-12-13,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2283/-/kempen-derma-darah-bergerak?Itemid=0,KLINIK MEDICENTRO,"CONCOURSE CENTRE, GROUND FLOOR @ PLAZA LOW YAT, 7, JALAN BINTANG, BUKIT BINTANG, 55100 KUALA LUMPUR",10.00 PAGI,4.00 PETANG,80
Saturday,2025-12-13,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2283/-/kempen-derma-darah-bergerak?Itemid=0,BADAN PENGURUSAN BERSAMA SHAFTSBURY SQUARE PUTRAJA,"CENTRE COUNCOURSE, GROUND FLOOR @ SHAFTSBURY SQUARE PUTRAJAYA, JALAN ALAMANDA, PRESINT 1, 62000 PUTRAJAYA 62000 PUTRAJAYA",SESI 1 10.00 PAGI – 1.45 T/HARI,SESI 2 2.30 PETANG – 4.00 PETANG,50
Saturday,2025-12-13,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2283/-/kempen-derma-darah-bergerak?Itemid=0,LIONS CLUB OF KL RE-MIND,"KL WELLNESS CITY GALLERY, NO 1 JALAN BUKIT JALIL INDAH 5, BUKIT JALIL, 57000 KUALA LUMPUR",SESI 1 10.00 PAGI – 1.45 T/HARI,SESI 2 2.30 PETANG – 4.00 PETANG,50
Saturday,2025-12-13,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2283/-/kempen-derma-darah-bergerak?Itemid=0,AMERIN MALL,"LEVEL 1 (DEPAN KEDAI BAJU) @ AMERIN MALL, JALAN IMPIAN INDAH, SERI KEMBANGAN, 43300 SELANGOR.",SESI 1 11.00 PAGI – 1.45 T/HARI,SESI 2 2.30 PETANG –5.00 PETANG,70
Saturday,2025-12-13,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2283/-/kempen-derma-darah-bergerak?Itemid=0,ST JOHN AMBULANCE MALAYSIA KAW SGOR SELATAN-KAJANG,"PUSAT REKREASI JKKK BATU 11 CHERAS, 45-52, JALAN INDAH 5/6, TAMAN INDAH, 43200 CHERAS, SELANGOR",9.00 PAGI,13.00 T/HARI,100
Saturday,2025-12-13,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2283/-/kempen-derma-darah-bergerak?Itemid=0,LIONS CLUB OF SELANGOR UNIQUE,"LOTUS'S CHERAS, NO.2, JALAN MIDAH 2, TAMAN MIDAH, 56000 CHERAS, WILAYAH PERSEKUTUAN KUALA LUMPUR",SESI 1 11.00 PAGI – 1.45 T/HARI,SESI 2 2.30 PETANG –5.00 PETANG,60
Saturday,2025-12-13,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2283/-/kempen-derma-darah-bergerak?Itemid=0,JABATAN AMAL MALAYSIA KAWASAN SUNGAI BULOH,"SB MALL, LOT 2-18, 2, SEKSYEN U20, BANDAR BARU SUNGAI BULOH, 40160 SHAH ALAM, SELANGOR",SESI 1 11.00 PAGI – 1.45 T/HARI,SESI 2 2.30 PETANG –5.00 PETANG,80
Saturday,2025-12-13,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2277/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.00 PAGI,4.00 PETANG,0
Saturday,2025-12-13,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2277/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Saturday,2025-12-13,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2277/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Saturday,2025-12-13,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2277/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,6.00 PETANG,0
Sunday,2025-12-14,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2284/-/kempen-derma-darah-bergerak?Itemid=0,PERSATUAN AMAL SETIA GONG XIAN ZHE KL DAN SELANGOR,"GROUND FLOOR @ ENDAH PARADE SHOPPING MALL, 1, JALAN 1/149E, TAMAN SRI ENDAH, 57000 KUALA LUMPUR.",SESI 1 10.00 PAGI – 1.45 T/HARI,SESI 2 2.30 PETANG – 5.00 PETANG,350
Sunday,2025-12-14,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2284/-/kempen-derma-darah-bergerak?Itemid=0,MALAYSIAN BUDDHIST ASSOCIATION SEREMBAN,"DEWAN MALAYSIAN BUDDHIST ASSOCIATION SEREMBAN, NO. 588 JLN TAN SRI MANICKAVASAGAM, SEREMBAN, NEGERI SEMBILAN.",9.00 PAGI,3.00 PETANG,300
Sunday,2025-12-14,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2284/-/kempen-derma-darah-bergerak?Itemid=0,AMERIN MALL,"LEVEL 1 (DEPAN KEDAI BAJU) @ AMERIN MALL, JALAN IMPIAN INDAH, SERI KEMBANGAN, 43300 SELANGOR.",SESI 1 11.00 PAGI – 1.45 T/HARI,SESI 2 2.30 PETANG – 5.00 PETANG,70
Sunday,2025-12-14,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2284/-/kempen-derma-darah-bergerak?Itemid=0,VEDO WELLNESS SDN BHD,"LEVEL 2 (BERHADAPAN SUSHI ZANMAI) @ MAIN PLACE MALL USJ, JALAN USJ 21/10, PERSIARAN KEWAJIPAN, 47630 SUBANG JAYA, SELANGOR",SESI 1 11.00 PAGI – 1.45 T/HARI,SESI 2 2.30 PETANG – 5.00 PETANG,70
Sunday,2025-12-14,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2277/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.00 PAGI,4.00 PETANG,0
Sunday,2025-12-14,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2277/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Sunday,2025-12-14,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2277/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Sunday,2025-12-14,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2277/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,6.00 PETANG,0
Monday,2025-12-15,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2288/-/kempen-derma-darah-bergerak?Itemid=0,BDP GLOBAL SERVICES CENTRE SDN BHD,"GROUND FLOOR @ BDP INTERNATIONAL, INC, MENARA TAKAFUL MALAYSIA, NO. 4, JALAN SULTAN SULAIMAN, 50000 KUALA LUMPUR.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 1.45 PETANG - 4.00 PETANG,100
Monday,2025-12-15,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Monday,2025-12-15,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Monday,2025-12-15,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Monday,2025-12-15,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Tuesday,2025-12-16,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2289/-/kempen-derma-darah-bergerak?Itemid=0,UIAM - KLINIK SEJAHTERA,"RUANG LEGAR, IIUM CULTURAL CENTRE (ICC) @ INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA, JALAN SUNGAI PUSU, 53100 GOMBAK",10.00 PAGI,3.00 PETANG,100
Tuesday,2025-12-16,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2289/-/kempen-derma-darah-bergerak?Itemid=0,UPNM - UNIVERSITI PERTAHANAN NASIONAL MALAYSIA,"DEWAN PENDEKAR @ UNIVERSITI PERTAHANAN NASIONAL MALAYSIA, KEM SUNGAI BESI, 57000 KUALA LUMPUR",9.00 PAGI,3.00 PETANG,100
Tuesday,2025-12-16,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2289/-/kempen-derma-darah-bergerak?Itemid=0,FIRDAUS ASSOCIATES REAL ESTATE AGENCY,"I-02-09, TRAINING CENTRE, LEVEL 2 @ CONEZION COMMERCIAL PERSIARAN IRC3, IOI RESORT CITY, 62502, PUTRAJAYA",10.00 PAGI,3.00 PETANG,50
Tuesday,2025-12-16,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Tuesday,2025-12-16,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Tuesday,2025-12-16,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Tuesday,2025-12-16,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Wednesday,2025-12-17,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2290/-/kempen-derma-darah-bergerak?Itemid=0,MSU - MANAGEMENT AND SCIENCE UNIVERSITY,"U PLAZA, LEVEL 2, MANAGEMENT AND SCIENCE UNIVERSITYUNIVERSITY DRIVE OFF PERSIARAN OLAHRAGA SECTION 13 40100 SHAH ALAM 40100 SHAH ALAM SELANGOR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 4.00 PETANG,100
Wednesday,2025-12-17,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2290/-/kempen-derma-darah-bergerak?Itemid=0,PHARMASERV ALLIANCES SDN BHD,"IBNU KHALDUN HALL @ PASB, LOT 1, JLN NILAM 1/7, SUBANG HI-TECH INDUSTRIAL PARK, 40000 SHAH ALAM SELANGOR.",9.00 PAGI,3.00 PETANG,50
Wednesday,2025-12-17,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2290/-/kempen-derma-darah-bergerak?Itemid=0,UNIVERSITY OF CYBERJAYA- FACULTY OF PHARMACY,"VIP SUITES, LEVEL 4, ACADEMIC BLOCK @ UNIVERSITY OF CYBERJAYA, PERSIARAN BESTARI, CYBER 11, 63000 CYBERJAYA.",10.00 PAGI,3.00 PETANG,50
Wednesday,2025-12-17,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2290/-/kempen-derma-darah-bergerak?Itemid=0,UNIVERSITI PUTRA MALAYSIA - KOLEJ 10,"DEWAN PEPERIKSAAN 1, BANGUNAN FAKULTI KEJURUTERAAN @ UNIVERSITI PUTRA MALAYSIA 40300 SERDANG.",9.00 PAGI,3.00 PETANG,100
Wednesday,2025-12-17,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2290/-/kempen-derma-darah-bergerak?Itemid=0,UNIKL-MFI (MALAYSIA FRANCE INSTITUTE),"SHOWROOM 2- (UNIKL MFI) @ MALAYSIA FRANCE INSTITUTE, SEKSYEN 14, JALAN TERAS JERNANG, 43650 BANDAR BARU BANGI, SELANGOR.",10.00 PAGI,4.00 PETANG,120
Wednesday,2025-12-17,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Wednesday,2025-12-17,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Wednesday,2025-12-17,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Wednesday,2025-12-17,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Thursday,2025-12-18,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2291/-/kempen-derma-darah-bergerak?Itemid=0,MSU - MANAGEMENT AND SCIENCE UNIVERSITY,"U PLAZA, LEVEL 2, MANAGEMENT AND SCIENCE UNIVERSITYUNIVERSITY DRIVE OFF PERSIARAN OLAHRAGA SECTION 13 40100 SHAH ALAM 40100 SHAH ALAM SELANGOR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 4.00 PETANG,100
Thursday,2025-12-18,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2291/-/kempen-derma-darah-bergerak?Itemid=0,HOSPITAL PUTRAJAYA,"LOBI UTAMA @ HOSPITAL PUTRAJAYA, PUSAT PENTADBIRAN KERAJAAN PERSEKUTUAN, PRESINT 7, 62250 PUTRAJAYA.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 4.00 PETANG,50
Thursday,2025-12-18,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2291/-/kempen-derma-darah-bergerak?Itemid=0,UNIVERSITI PUTRA MALAYSIA - KOLEJ 10,"DEWAN PEPERIKSAAN 1, BANGUNAN FAKULTI KEJURUTERAAN @ UNIVERSITI PUTRA MALAYSIA 40300 SERDANG.",9.00 PAGI,3.00 PETANG,100
Thursday,2025-12-18,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Thursday,2025-12-18,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Thursday,2025-12-18,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Thursday,2025-12-18,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Friday,2025-12-19,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2293/-/kempen-derma-darah-bergerak?Itemid=0,MALAYSIAN LIFE REINSURANCE GROUP BERHAD,"FAKULTI SAINS @ UNIVERSITI MALAYA 50603, LEMBAH PANTAI KUALA LUMPUR",SESI 1 11.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,100
Friday,2025-12-19,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2293/-/kempen-derma-darah-bergerak?Itemid=0,MASJID RAJA LUMU KUALA SELANGOR,BILIK SERBAGUNA @ MASJID RAJA LUMU KUALA SELANGOR JALAN RAJA LUMU 45000 KUALA SELANGOR,11.00 PAGI,3.00 PETANG,50
Friday,2025-12-19,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2293/-/kempen-derma-darah-bergerak?Itemid=0,MASJID BANDAR SERI PUTRA,"MASJID BANDAR SERI PUTRA LOT 39343, JALAN SERI PUTRA 1/1 BANDAR SERI PUTRA 43000 KAJANG",11.00 PAGI,3.00 PETANG,50
Friday,2025-12-19,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2293/-/kempen-derma-darah-bergerak?Itemid=0,MASJID DATO' HAJI KAMARUDDIN,"PERKARANGAN MASJID @ MASJID DATO' HAJI KAMARUDDIN, JALAN 51A/229, SEKSYEN 51A, 46100 PETALING JAYA, SELANGOR",11.00 PAGI,3.00 PETANG,50
Friday,2025-12-19,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2293/-/kempen-derma-darah-bergerak?Itemid=0,AEON -TAMAN EQUINE SHOPPING CENTRE,"GF (DEPAN BATA) @ AEON TAMAN EQUINE SHOPPING CENTRE, NO. 2 , JALAN EQUINE, TAMAN EQUINE, BANDAR PUTRA PERMAI, 43300 SERI KEMBANGAN, SELANGOR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,50
Friday,2025-12-19,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/2286/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
